id_pregunta;pregunta;estrategia;rank;intervention_id;texto;nota_manual_1_a_7
Q1;1. ¿Qué argumentos a favor y en contra surgieron en el debate sobre la reducción de la jornada laboral a 40 horas semanales, considerando aspectos como la conciliación entre la vida familiar y el trabajo, la productividad y el efecto sobre las pymes?;3_Sparse;1;;Señor Presidente, lamento la presencia en la Sala de tan solo 41 di- putados, de un total de 120, mientras se debate el futuro de los trabajadores y del movimiento sindical de nuestro país. Soy integrante de la Comisión de Trabajo de esta Corporación y he sido, desde su origen, parte del debate de esta denominada “reforma laboral”. Digo que estamos ante una reforma laboral entre comillas porque todos sabemos que en realidad no se trata de una reforma, sino de una pequeña modificación al Código d;2
Q1;1. ¿Qué argumentos a favor y en contra surgieron en el debate sobre la reducción de la jornada laboral a 40 horas semanales, considerando aspectos como la conciliación entre la vida familiar y el trabajo, la productividad y el efecto sobre las pymes?;3_Sparse;2;;Señor Presidente, por su intermedio, saludo a don Arturo Escarez, dirigente de los asistentes de la educación que está en las tribunas, y, a la distancia, a muchos dirigentes de las comunas de mi distrito, principalmente de Lota, Arauco, Los Álamos, Lebu, Cañete, Tirúa, Contulmo y Curanilahue, quienes me han estado llamando y enviando algunos correos por la inquietud que tienen respecto de la forma en que serán trata- dos en el reajuste del sector público. Tengo en mi poder lo que se denomina in;1
Q1;1. ¿Qué argumentos a favor y en contra surgieron en el debate sobre la reducción de la jornada laboral a 40 horas semanales, considerando aspectos como la conciliación entre la vida familiar y el trabajo, la productividad y el efecto sobre las pymes?;3_Sparse;3;;Señor Presidente, por su intermedio saludo a los representantes de los trabajadores municipales que nos acompañan en las tribunas, con lo cual demuestran, una vez más, la responsabilidad con que actúan siempre, en este caso, a través del seguimiento que han dado al debate de un proyecto de ley que beneficia directamente a sus representados. Asimismo, saludo, sin formalismos, al subsecretario de Desarrollo Regional, Ricardo Ci- fuentes, quien encarna la sensibilidad del gobierno para acoger una d;1
Q1;1. ¿Qué argumentos a favor y en contra surgieron en el debate sobre la reducción de la jornada laboral a 40 horas semanales, considerando aspectos como la conciliación entre la vida familiar y el trabajo, la productividad y el efecto sobre las pymes?;3_Sparse;4;;quiero destacarlo! Todos preferíamos que el nuevo sistema partiera en 2016, pero la demora en el trámite le- gislativo impide que el proyecto se promulgue antes de marzo de este año. Los planes anua- les de desarrollo educativo municipal (Padem) ya fueron elaborados, por lo que resulta abso- lutamente imposible partir en 2016. No es un problema de recursos o de otra índole, es la imposibilidad real de que los 12.000 establecimientos, sobre todo los 5.500 que son públicos, puedan incorporarse ant;1
Q1;1. ¿Qué argumentos a favor y en contra surgieron en el debate sobre la reducción de la jornada laboral a 40 horas semanales, considerando aspectos como la conciliación entre la vida familiar y el trabajo, la productividad y el efecto sobre las pymes?;3_Sparse;5;;Reitero que considero que las adecuaciones necesarias incorporan la flexibilidad que garantice a los trabajadores que no están en huelga el poder ejercer sus derechos. De igual modo, la obligación de negociar con sindicatos interempresa prácticamente ha desaparecido en los países más avanzados, dadas la marcada heterogeneidad de las empresas y la productividad y la capacidad financiera que tienen. Ello no estaba considerado en el programa de gobierno. ¿Por qué no? Porque no me cabe duda de que e;3
Q1;1. ¿Qué argumentos a favor y en contra surgieron en el debate sobre la reducción de la jornada laboral a 40 horas semanales, considerando aspectos como la conciliación entre la vida familiar y el trabajo, la productividad y el efecto sobre las pymes?;4_Hybrid;1;i60474;, y que son mujeres. Si esto se lleva al plano económico y uno trata de explicarse las razones por las cuales algunos parlamentarios no acompañaron este proceso -no digo en el Senado, sino en la Cámara en su momento-, tal vez concluya que pueden ser razones económicas.<br/>Pero la propia OIT ha señalado en distintos informes que esto mueve la economía. Estamos hablando de cientos de miles de personas que requieren que sean resueltos aspectos básicos que hoy día les impiden entrar al mercado labo;2
Q1;1. ¿Qué argumentos a favor y en contra surgieron en el debate sobre la reducción de la jornada laboral a 40 horas semanales, considerando aspectos como la conciliación entre la vida familiar y el trabajo, la productividad y el efecto sobre las pymes?;4_Hybrid;2;i64327;, y que son mujeres. Si esto se lleva al plano económico y uno trata de explicarse las razones por las cuales algunos parlamentarios no acompañaron este proceso -no digo en el Senado, sino en la Cámara en su momento-, tal vez concluya que pueden ser razones económicas.<br/>Pero la propia OIT ha señalado en distintos informes que esto mueve la economía. Estamos hablando de cientos de miles de personas que requieren que sean resueltos aspectos básicos que hoy día les impiden entrar al mercado labo;2
Q1;1. ¿Qué argumentos a favor y en contra surgieron en el debate sobre la reducción de la jornada laboral a 40 horas semanales, considerando aspectos como la conciliación entre la vida familiar y el trabajo, la productividad y el efecto sobre las pymes?;4_Hybrid;3;i55200;las mascotas -tema sensible-, haya una parte de este Congreso que haya descubierto que la flexibilidad laboral beneficia al trabajador y no - como muchas veces dicen- a los grandes empresarios. Espero que esta norma de flexibilidad laboral sea el inicio de una discusión más profunda acerca de cómo introducir más normas de este tipo que beneficien a los trabajadores, para que puedan llevar adelante su proyecto de vida, que no es solo trabajar, para que puedan acordar con el empleador distintos re;5
Q1;1. ¿Qué argumentos a favor y en contra surgieron en el debate sobre la reducción de la jornada laboral a 40 horas semanales, considerando aspectos como la conciliación entre la vida familiar y el trabajo, la productividad y el efecto sobre las pymes?;4_Hybrid;4;i57747;las jornadas laborales para los conductores, en cuanto al sentido de la ley de las 40 horas, de hacer todas las armonizaciones en las normas antielusión, de permitir al Banco Central suscribir nuevas cuotas ante el Fondo Monetario Internacional, pero me parece excesivo incorporar aquí cuestiones tan sensibles como las materias que están contenidas en el Código de Aguas, en el Plan de Cambio Climático, etcétera.<br/>;3
Q1;1. ¿Qué argumentos a favor y en contra surgieron en el debate sobre la reducción de la jornada laboral a 40 horas semanales, considerando aspectos como la conciliación entre la vida familiar y el trabajo, la productividad y el efecto sobre las pymes?;4_Hybrid;5;i54914;por ciento de los votos a favor en la comisión, hay cabos sueltos. Primero, no concurre ni el Ministerio de Salud ni el Ministerio del Trabajo a patrocinar, a acompañar o a darnos su opinión en la Sala sobre este proyecto y, segundo, aunque disponga que las horas de ausencia sean recuperables, me parece que en algún grado esta iniciativa puede irrogar gastos. Me habría gustado, para poder apoyarlo, tener no solo la confirmación del Ministerio de Salud y del Ministerio del Trabajo, sino también c;2
Q2;2. En torno a la despenalización del aborto, la interrupción voluntaria del embarazo, los derechos reproductivos y la objeción de conciencia, ¿cómo se diferencia la manera en que se han pronunciado los legisladores hombres frente a las legisladoras mujeres?;1_Dense;1;i54379;haya un grupo de diputados que prefiere que no se identifiquen esos restos, tal como lo ha manifestado en sus discursos la gran mayoría de los diputados de enfrente. Eso me llama la atención, porque ellos hablan de humanidad y de un montón de términos buenos, pero no los aplican siempre, sino que los aplican de acuerdo con la conveniencia, y eso, para ser bien sincera, encuentro que es una pena. He dicho.;1
Q2;2. En torno a la despenalización del aborto, la interrupción voluntaria del embarazo, los derechos reproductivos y la objeción de conciencia, ¿cómo se diferencia la manera en que se han pronunciado los legisladores hombres frente a las legisladoras mujeres?;1_Dense;2;i60516;La señora PASCUAL.- Gracias, Presidente.En primer lugar, quiero defender que se mantenga la frase ́la paridad de género ́ en el inciso final del artículo 15, puesto que la antecede la palabra ́promoviendo ́ dicha consideración y no ́obligando ́ a establecerla.<br/>En segundo lugar, me va a disculpar, Presidente, pero estamos hablando de que esta tarea de cuidados principal y mayoritariamente la realizan mujeres. Estamos hablando de promover la paridad entre hombres y mujeres. Podríamos haber det;2
Q2;2. En torno a la despenalización del aborto, la interrupción voluntaria del embarazo, los derechos reproductivos y la objeción de conciencia, ¿cómo se diferencia la manera en que se han pronunciado los legisladores hombres frente a las legisladoras mujeres?;1_Dense;3;i64369;La señora PASCUAL.- Gracias, Presidente.En primer lugar, quiero defender que se mantenga la frase ́la paridad de género ́ en el inciso final del artículo 15, puesto que la antecede la palabra ́promoviendo ́ dicha consideración y no ́obligando ́ a establecerla.<br/>En segundo lugar, me va a disculpar, Presidente, pero estamos hablando de que esta tarea de cuidados principal y mayoritariamente la realizan mujeres. Estamos hablando de promover la paridad entre hombres y mujeres. Podríamos haber det;2
Q2;2. En torno a la despenalización del aborto, la interrupción voluntaria del embarazo, los derechos reproductivos y la objeción de conciencia, ¿cómo se diferencia la manera en que se han pronunciado los legisladores hombres frente a las legisladoras mujeres?;1_Dense;4;i55170;5° B tiene dos incisos que se complementan y entienden en conjunto. Efectivamente, la primera parte dispone que “Los miembros de cada una de las Cámaras no podrán promover ni votar ningún asunto que interese directa o personalmente a ellos o a sus cónyuges, ascendientes, descendientes o colaterales hasta el tercer grado de consanguinidad y el segundo de afinidad, inclusive, o a las personas ligadas a ellos por adopción. Con todo, podrán participar en el debate advirtiendo previamente el interés ;1
Q2;2. En torno a la despenalización del aborto, la interrupción voluntaria del embarazo, los derechos reproductivos y la objeción de conciencia, ¿cómo se diferencia la manera en que se han pronunciado los legisladores hombres frente a las legisladoras mujeres?;1_Dense;5;i54798;, uno esperaría que en esta Cámara tuviéramos siempre conciencia de los efectos de nuestras palabras, para no generar mayor revictimización, sobre todo cuando hablamos de hechos tan graves como el femicidio y la violencia intrafamiliar, y de las consecuencias que tienen en la vida de las familias chilenas. He dicho.;2
Q2;2. En torno a la despenalización del aborto, la interrupción voluntaria del embarazo, los derechos reproductivos y la objeción de conciencia, ¿cómo se diferencia la manera en que se han pronunciado los legisladores hombres frente a las legisladoras mujeres?;2_GraphRAG;1;i54379;haya un grupo de diputados que prefiere que no se identifiquen esos restos, tal como lo ha manifestado en sus discursos la gran mayoría de los diputados de enfrente. Eso me llama la atención, porque ellos hablan de humanidad y de un montón de términos buenos, pero no los aplican siempre, sino que los aplican de acuerdo con la conveniencia, y eso, para ser bien sincera, encuentro que es una pena. He dicho.;1
Q2;2. En torno a la despenalización del aborto, la interrupción voluntaria del embarazo, los derechos reproductivos y la objeción de conciencia, ¿cómo se diferencia la manera en que se han pronunciado los legisladores hombres frente a las legisladoras mujeres?;2_GraphRAG;2;i60516;La señora PASCUAL.- Gracias, Presidente.En primer lugar, quiero defender que se mantenga la frase ́la paridad de género ́ en el inciso final del artículo 15, puesto que la antecede la palabra ́promoviendo ́ dicha consideración y no ́obligando ́ a establecerla.<br/>En segundo lugar, me va a disculpar, Presidente, pero estamos hablando de que esta tarea de cuidados principal y mayoritariamente la realizan mujeres. Estamos hablando de promover la paridad entre hombres y mujeres. Podríamos haber det;2
Q2;2. En torno a la despenalización del aborto, la interrupción voluntaria del embarazo, los derechos reproductivos y la objeción de conciencia, ¿cómo se diferencia la manera en que se han pronunciado los legisladores hombres frente a las legisladoras mujeres?;2_GraphRAG;3;i64369;La señora PASCUAL.- Gracias, Presidente.En primer lugar, quiero defender que se mantenga la frase ́la paridad de género ́ en el inciso final del artículo 15, puesto que la antecede la palabra ́promoviendo ́ dicha consideración y no ́obligando ́ a establecerla.<br/>En segundo lugar, me va a disculpar, Presidente, pero estamos hablando de que esta tarea de cuidados principal y mayoritariamente la realizan mujeres. Estamos hablando de promover la paridad entre hombres y mujeres. Podríamos haber det;2
Q2;2. En torno a la despenalización del aborto, la interrupción voluntaria del embarazo, los derechos reproductivos y la objeción de conciencia, ¿cómo se diferencia la manera en que se han pronunciado los legisladores hombres frente a las legisladoras mujeres?;2_GraphRAG;4;i55170;5° B tiene dos incisos que se complementan y entienden en conjunto. Efectivamente, la primera parte dispone que “Los miembros de cada una de las Cámaras no podrán promover ni votar ningún asunto que interese directa o personalmente a ellos o a sus cónyuges, ascendientes, descendientes o colaterales hasta el tercer grado de consanguinidad y el segundo de afinidad, inclusive, o a las personas ligadas a ellos por adopción. Con todo, podrán participar en el debate advirtiendo previamente el interés ;1
Q2;2. En torno a la despenalización del aborto, la interrupción voluntaria del embarazo, los derechos reproductivos y la objeción de conciencia, ¿cómo se diferencia la manera en que se han pronunciado los legisladores hombres frente a las legisladoras mujeres?;2_GraphRAG;5;i54798;, uno esperaría que en esta Cámara tuviéramos siempre conciencia de los efectos de nuestras palabras, para no generar mayor revictimización, sobre todo cuando hablamos de hechos tan graves como el femicidio y la violencia intrafamiliar, y de las consecuencias que tienen en la vida de las familias chilenas. He dicho.;2
Q2;2. En torno a la despenalización del aborto, la interrupción voluntaria del embarazo, los derechos reproductivos y la objeción de conciencia, ¿cómo se diferencia la manera en que se han pronunciado los legisladores hombres frente a las legisladoras mujeres?;3_Sparse;1;;título en adelante, el que hace referencia a la interrupción del embarazo, más aún, a la despenalización de la interrupción voluntaria del embarazo. ¿Pe- ro de qué despenalización estamos hablando si en el artículo 342 y siguientes del Código Penal se habla de aborto? ¿Qué es lo que se está despenalizando? ¿No habrá sido una estra- tegia mañosa para lograr el voto de quienes todavía tienen temor de enfrentar a sus electores y no se atreven a reconocer que lo que están promoviendo con este proyec;7
Q2;2. En torno a la despenalización del aborto, la interrupción voluntaria del embarazo, los derechos reproductivos y la objeción de conciencia, ¿cómo se diferencia la manera en que se han pronunciado los legisladores hombres frente a las legisladoras mujeres?;3_Sparse;2;;Señor Presidente, estimados colegas: saludo a nuestras ministras presentes, a las organizaciones que nos acompañan, especialmente a las que promueven los derechos de las mujeres, y a las mujeres y los hombres presentes en este debate. Cierto es que hemos demorado, pero igual creo que hoy estamos ante un momento histó- rico al restablecer una normativa que hace más de treinta años existía en nuestro país. Recordemos que la interrupción del embarazo por razones terapéuticas fue una legítima presta;7
Q2;2. En torno a la despenalización del aborto, la interrupción voluntaria del embarazo, los derechos reproductivos y la objeción de conciencia, ¿cómo se diferencia la manera en que se han pronunciado los legisladores hombres frente a las legisladoras mujeres?;3_Sparse;3;;en alguna de las causales prevista en el proyecto de ley. Desde luego, se trata de un derecho propio del médico que interviene, en tanto persona natural. Como contrapartida, el prestador de salud tiene la obligación de derivar a la mujer a un profesional que no esté afectado por la objeción de conciencia. Con todo, la objeción de conciencia no puede ser obstáculo en los casos excepcionales en que la mujer requiere una interrupción del embarazo en forma inmediata e impostergable, y no existe otro;7
Q2;2. En torno a la despenalización del aborto, la interrupción voluntaria del embarazo, los derechos reproductivos y la objeción de conciencia, ¿cómo se diferencia la manera en que se han pronunciado los legisladores hombres frente a las legisladoras mujeres?;3_Sparse;4;;. c) Con relación a los casos de embarazos secundarios originados por violencia sexual, no hay datos que permitan dimensionar la magnitud de la situación, pues no existen registros estadísticos integrados, a lo cual se suma la variable de la no denuncia mayoritaria de este tipo de hechos. Se estima que la probabilidad de embarazo producto de una violación se aproxima al 10 por ciento. Las estimaciones oscilan entre el 3, el 5 y el 17 por ciento, según la fuente de los estudios analizados. Las ci;7
Q2;2. En torno a la despenalización del aborto, la interrupción voluntaria del embarazo, los derechos reproductivos y la objeción de conciencia, ¿cómo se diferencia la manera en que se han pronunciado los legisladores hombres frente a las legisladoras mujeres?;3_Sparse;5;;embarazo, pues no se condicionará en ningún caso su decisión. Estamos convencidos, y lo dijimos durante el debate, de que aque- llas mujeres que decidan seguir adelante con su embarazo deben ser apoyadas, lo mismo debe ocurrir con aquellas mujeres que decidan interrumpirlo por cualquiera de las tres causa- les que se discuten. Creemos que en ello no debe hacerse diferencia, porque se trata de un derecho completamente adquirido. Señor Presidente, algunos han dicho que la legislación que penaliza ;7
Q2;2. En torno a la despenalización del aborto, la interrupción voluntaria del embarazo, los derechos reproductivos y la objeción de conciencia, ¿cómo se diferencia la manera en que se han pronunciado los legisladores hombres frente a las legisladoras mujeres?;4_Hybrid;1;i60516;La señora PASCUAL.- Gracias, Presidente.En primer lugar, quiero defender que se mantenga la frase ́la paridad de género ́ en el inciso final del artículo 15, puesto que la antecede la palabra ́promoviendo ́ dicha consideración y no ́obligando ́ a establecerla.<br/>En segundo lugar, me va a disculpar, Presidente, pero estamos hablando de que esta tarea de cuidados principal y mayoritariamente la realizan mujeres. Estamos hablando de promover la paridad entre hombres y mujeres. Podríamos haber det;2
Q2;2. En torno a la despenalización del aborto, la interrupción voluntaria del embarazo, los derechos reproductivos y la objeción de conciencia, ¿cómo se diferencia la manera en que se han pronunciado los legisladores hombres frente a las legisladoras mujeres?;4_Hybrid;2;i54379;haya un grupo de diputados que prefiere que no se identifiquen esos restos, tal como lo ha manifestado en sus discursos la gran mayoría de los diputados de enfrente. Eso me llama la atención, porque ellos hablan de humanidad y de un montón de términos buenos, pero no los aplican siempre, sino que los aplican de acuerdo con la conveniencia, y eso, para ser bien sincera, encuentro que es una pena. He dicho.;1
Q2;2. En torno a la despenalización del aborto, la interrupción voluntaria del embarazo, los derechos reproductivos y la objeción de conciencia, ¿cómo se diferencia la manera en que se han pronunciado los legisladores hombres frente a las legisladoras mujeres?;4_Hybrid;3;i55170;5° B tiene dos incisos que se complementan y entienden en conjunto. Efectivamente, la primera parte dispone que “Los miembros de cada una de las Cámaras no podrán promover ni votar ningún asunto que interese directa o personalmente a ellos o a sus cónyuges, ascendientes, descendientes o colaterales hasta el tercer grado de consanguinidad y el segundo de afinidad, inclusive, o a las personas ligadas a ellos por adopción. Con todo, podrán participar en el debate advirtiendo previamente el interés ;1
Q2;2. En torno a la despenalización del aborto, la interrupción voluntaria del embarazo, los derechos reproductivos y la objeción de conciencia, ¿cómo se diferencia la manera en que se han pronunciado los legisladores hombres frente a las legisladoras mujeres?;4_Hybrid;4;i54798;, uno esperaría que en esta Cámara tuviéramos siempre conciencia de los efectos de nuestras palabras, para no generar mayor revictimización, sobre todo cuando hablamos de hechos tan graves como el femicidio y la violencia intrafamiliar, y de las consecuencias que tienen en la vida de las familias chilenas. He dicho.;2
Q2;2. En torno a la despenalización del aborto, la interrupción voluntaria del embarazo, los derechos reproductivos y la objeción de conciencia, ¿cómo se diferencia la manera en que se han pronunciado los legisladores hombres frente a las legisladoras mujeres?;4_Hybrid;5;i54298;bles. En este momento les digo a todos los colegas -¡a los colegas!, porque es una cuestión sobre la que llega a dar vergüenza ajena, como dijo la diputada Molina- que, si no quieren interpretar a las mujeres, háganles alguna vez sentido a las mujeres de este hemiciclo y voten a favor. He dicho.;3
Q3;3. Sobre el impacto ambiental de la minería, el royalty minero, la escasez hídrica y el desarrollo de las comunidades del norte, ¿qué diferencias se observan entre lo que plantean quienes representan distritos con comunas mineras y quienes representan zonas sin actividad minera?;1_Dense;1;i59010;El señor KUSCHEL.- Gracias, señor Presidente.<br/>Quiero partir agradeciendo la exposición de la señora ministra y también hacer algunas preguntas, un poquito cargadas de afirmaciones.<br/>En primer lugar, quiero solicitar un listado de los proyectos de inversión pública y privada, detenidos y reactivados, con indicación de las fechas en que fueron detenidos y -más o menos- los montos de inversión considerados (ojalá por cada una de las comunas del país o, por lo menos, las de mi región). Porque;1
Q3;3. Sobre el impacto ambiental de la minería, el royalty minero, la escasez hídrica y el desarrollo de las comunidades del norte, ¿qué diferencias se observan entre lo que plantean quienes representan distritos con comunas mineras y quienes representan zonas sin actividad minera?;1_Dense;2;i62739;El señor KUSCHEL.- Gracias, señor Presidente.<br/>Quiero partir agradeciendo la exposición de la señora ministra y también hacer algunas preguntas, un poquito cargadas de afirmaciones.<br/>En primer lugar, quiero solicitar un listado de los proyectos de inversión pública y privada, detenidos y reactivados, con indicación de las fechas en que fueron detenidos y -más o menos- los montos de inversión considerados (ojalá por cada una de las comunas del país o, por lo menos, las de mi región). Porque;1
Q3;3. Sobre el impacto ambiental de la minería, el royalty minero, la escasez hídrica y el desarrollo de las comunidades del norte, ¿qué diferencias se observan entre lo que plantean quienes representan distritos con comunas mineras y quienes representan zonas sin actividad minera?;1_Dense;3;i54966;mineras de la zona norte, alejados de sus familias. Si bien son actividades rentables, el contacto familiar se va perdiendo, a pesar de que supuestamente este gobierno ha tratado de fomentar que exista un mayor relacionamiento entre los integrantes de las familias y mejores incentivos para la contratación de mujeres. Creo que algo se avanza con este proyecto, sin embargo, en la Región de La Araucanía tenemos serios problemas, porque nadie querrá invertir ni utilizar este tipo de iniciativas si l;4
Q3;3. Sobre el impacto ambiental de la minería, el royalty minero, la escasez hídrica y el desarrollo de las comunidades del norte, ¿qué diferencias se observan entre lo que plantean quienes representan distritos con comunas mineras y quienes representan zonas sin actividad minera?;1_Dense;4;i56036;Señorita Presidenta, la discusión sobre la regulación de la extracción de áridos no es un tema menor ni meramente técnico, es una cuestión de orden territorial, de protección ambiental y de justicia para con las comunidades que por años han cargado con las consecuencias de una actividad poco fiscalizada. En muchas comunas -lo digo con fuerza- de regiones como la del Biobío, la extracción de áridos se ha desarrollado sin reglas claras, lo que ha generado deterioro en los ríos, afectaciones en las;3
Q3;3. Sobre el impacto ambiental de la minería, el royalty minero, la escasez hídrica y el desarrollo de las comunidades del norte, ¿qué diferencias se observan entre lo que plantean quienes representan distritos con comunas mineras y quienes representan zonas sin actividad minera?;1_Dense;5;i55106;Señor Presidente, cuando hablamos de proteger y defender el medio ambiente, muchas veces se ridiculiza en esta Sala. Además, se establece una falsa dicotomía entre el progreso y la protección de los ecosistemas, como si la única posibilidad de desarrollo económico fuera la destrucción no solo del medio ambiente, sino también de las personas, porque, cuando se destruyen los ecosistemas, también se afecta la salud y la vida de comunidades pobres. Esa es la verdad, porque esto no pasa en Vitacura n;2
Q3;3. Sobre el impacto ambiental de la minería, el royalty minero, la escasez hídrica y el desarrollo de las comunidades del norte, ¿qué diferencias se observan entre lo que plantean quienes representan distritos con comunas mineras y quienes representan zonas sin actividad minera?;2_GraphRAG;1;i59010;El señor KUSCHEL.- Gracias, señor Presidente.<br/>Quiero partir agradeciendo la exposición de la señora ministra y también hacer algunas preguntas, un poquito cargadas de afirmaciones.<br/>En primer lugar, quiero solicitar un listado de los proyectos de inversión pública y privada, detenidos y reactivados, con indicación de las fechas en que fueron detenidos y -más o menos- los montos de inversión considerados (ojalá por cada una de las comunas del país o, por lo menos, las de mi región). Porque;1
